timestamp,destination_id,destination_name,category,base_capacity,hour,day_of_week,month,is_weekend,is_holiday,is_monsoon,temperature_c,rainfall_mm,wind_kmh,weather_hazard_score,traffic_delay_factor,highway_ingress_vph,parking_occupancy_pct,active_visitors,dcc_threshold,dcc_load_ratio,is_critical_breach,target_visitors_1h,target_visitors_12h,target_dcc_ratio_1h,target_dcc_ratio_12h,target_breach_next_4h,target_breach_onset_4h
2025-08-31 03:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,8,5,8,1,0,1,25.0,0.0,17.0,0.09,1.31,1767,69,2815,2744,1.026,1,3029.0,6553.0,1.306,3.579,1,0
2025-08-31 04:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,9,5,8,1,0,1,24.0,0.0,17.4,0.09,1.55,1727,82,3029,2319,1.306,1,4249.0,6305.0,2.41,3.576,1,0
2025-08-31 05:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,10,5,8,1,0,1,27.3,0.0,21.5,0.12,2.48,2110,100,4249,1763,2.41,1,5090.0,4866.0,2.832,2.708,1,0
2025-08-31 06:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,11,5,8,1,0,1,26.9,0.0,16.0,0.09,2.17,1687,100,5090,1797,2.832,1,6044.0,3863.0,3.384,1.91,1,0
2025-08-31 07:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,12,5,8,1,0,1,27.4,0.0,18.2,0.1,2.66,2646,100,6044,1786,3.384,1,6966.0,3079.0,3.9,1.388,1,0
2025-08-31 08:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,13,5,8,1,0,1,28.3,0.0,18.5,0.1,2.66,2186,100,6966,1786,3.9,1,7427.0,2566.0,4.158,1.173,1,0
2025-08-31 09:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,14,5,8,1,0,1,29.9,0.0,17.8,0.1,2.66,3200,100,7427,1786,4.158,1,7840.0,2190.0,4.477,0.762,1,0
2025-08-31 10:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,15,5,8,1,0,1,29.0,0.0,24.4,0.13,2.67,3165,100,7840,1751,4.477,1,7737.0,1987.0,4.251,0.588,1,0
2025-08-31 11:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,16,5,8,1,0,1,27.6,0.0,13.1,0.07,2.65,2719,100,7737,1820,4.251,1,7467.0,1731.0,4.181,0.473,1,0
2025-08-31 12:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,17,5,8,1,0,1,28.5,0.0,17.5,0.1,2.66,2855,100,7467,1786,4.181,1,7069.0,1635.0,3.958,0.551,1,0
2025-08-31 13:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,18,5,8,1,0,1,25.4,0.0,18.5,0.1,2.66,2918,100,7069,1786,3.958,1,6845.0,2230.0,3.786,0.635,1,0
2025-08-31 14:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,19,5,8,1,0,1,25.9,0.0,15.5,0.08,2.37,2430,100,6845,1808,3.786,1,6553.0,2605.0,3.579,1.028,1,0
2025-08-31 15:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,20,5,8,1,0,1,25.0,0.0,10.7,0.06,2.64,2608,100,6553,1831,3.579,1,6305.0,2870.0,3.576,0.992,1,0
2025-08-31 16:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,21,5,8,1,0,1,24.8,0.0,21.1,0.12,2.67,2270,100,6305,1763,3.576,1,4866.0,3194.0,2.708,1.644,1,0
2025-08-31 17:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,22,5,8,1,0,1,22.6,0.0,15.9,0.09,2.07,2463,100,4866,1797,2.708,1,3863.0,4071.0,1.91,2.051,1,0
2025-08-31 18:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,23,5,8,1,0,1,21.6,0.0,12.6,0.07,1.8,2269,96,3863,2022,1.91,1,3079.0,4742.0,1.388,2.936,1,0
2025-08-31 19:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,0,6,8,1,0,1,20.1,0.0,17.1,0.09,1.62,1958,79,3079,2219,1.388,1,2566.0,4887.0,1.173,3.674,1,0
2025-08-31 20:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,1,6,8,1,0,1,20.4,3.6,18.5,0.16,1.57,1513,67,2566,2188,1.173,1,2190.0,5155.0,0.762,3.659,0,0
2025-08-31 21:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,2,6,8,1,0,1,20.3,0.0,16.1,0.09,1.25,1418,45,2190,2875,0.762,0,1987.0,5708.0,0.588,4.083,0,0
2025-08-31 22:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,3,6,8,1,0,1,19.8,0.0,19.6,0.11,1.05,983,47,1987,3380,0.588,0,1731.0,6297.0,0.473,3.572,1,1
2025-08-31 23:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,4,6,8,1,0,1,19.8,0.0,11.6,0.06,1.0,1110,47,1731,3663,0.473,0,1635.0,6374.0,0.551,4.123,1,1
2025-09-01 00:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,5,6,8,1,0,1,20.6,0.0,17.4,0.09,1.21,994,43,1635,2970,0.551,0,2230.0,6415.0,0.635,3.837,1,1
2025-09-01 01:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,6,6,8,1,0,1,21.1,0.0,15.4,0.08,1.03,1060,58,2230,3512,0.635,0,2605.0,6122.0,1.028,3.566,1,1
2025-09-01 02:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,7,6,8,1,0,1,23.9,0.0,18.1,0.1,1.41,1382,67,2605,2533,1.028,1,2870.0,5184.0,0.992,4.961,1,0
2025-09-01 03:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,8,6,8,1,0,1,25.7,0.0,14.1,0.08,1.25,1560,71,2870,2894,0.992,1,3194.0,5346.0,1.644,2.993,1,0
2025-09-01 04:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,9,6,8,1,0,1,25.2,0.0,15.8,0.09,1.85,1685,87,3194,1943,1.644,1,4071.0,5240.0,2.051,2.934,1,0
2025-09-01 05:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,10,6,8,1,0,1,26.1,3.2,20.9,0.16,1.73,2094,100,4071,1985,2.051,1,4742.0,4104.0,2.936,2.094,1,0
2025-09-01 06:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,11,6,8,1,0,1,28.4,10.5,16.3,0.25,2.1,2124,100,4742,1615,2.936,1,4887.0,3249.0,3.674,1.608,1,0
2025-09-01 07:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,12,6,8,1,0,1,27.8,27.1,14.4,0.5,2.13,1814,100,4887,1330,3.674,1,5155.0,2544.0,3.659,1.151,1,0
2025-09-01 08:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,13,6,8,1,0,1,29.1,20.0,22.2,0.43,2.72,2521,100,5155,1409,3.659,1,5708.0,2076.0,4.083,0.71,1,0
2025-09-01 09:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,14,6,8,1,0,1,27.7,21.5,19.9,0.44,2.06,2368,100,5708,1398,4.083,1,6297.0,1726.0,3.572,0.506,1,0
2025-09-01 10:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,15,6,8,1,0,1,29.1,3.3,13.2,0.12,2.67,2085,100,6297,1763,3.572,1,6374.0,1408.0,4.123,0.449,1,0
2025-09-01 11:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,16,6,8,1,0,1,28.4,12.7,20.6,0.31,2.74,2767,100,6374,1546,4.123,1,6415.0,1131.0,3.837,0.588,1,0
2025-09-01 12:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,17,6,8,1,0,1,27.4,6.4,18.1,0.2,2.7,2550,100,6415,1672,3.837,1,6122.0,1000.0,3.566,0.358,1,0
2025-09-01 13:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,18,6,8,1,0,1,26.1,4.1,17.1,0.16,2.68,3200,100,6122,1717,3.566,1,5184.0,1429.0,4.961,0.408,1,0
2025-09-01 14:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,19,6,8,1,0,1,26.2,41.7,19.2,0.75,2.42,2483,100,5184,1045,4.961,1,5346.0,1620.0,2.993,0.448,1,0
2025-09-01 15:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,20,6,8,1,0,1,24.5,0.0,18.1,0.1,2.25,2289,100,5346,1786,2.993,1,5240.0,1836.0,2.934,0.54,1,0
2025-09-01 16:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,21,6,8,1,0,1,23.1,0.0,17.5,0.1,2.66,2057,100,5240,1786,2.934,1,4104.0,1963.0,2.094,0.821,1,0
2025-09-01 17:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,22,6,8,1,0,1,23.1,0.0,19.8,0.11,1.81,1771,100,4104,1960,2.094,1,3249.0,2839.0,1.608,1.057,1,0
2025-09-01 18:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,23,6,8,1,0,1,23.3,13.9,16.4,0.31,1.53,1878,100,3249,2021,1.608,1,2544.0,3384.0,1.151,1.595,1,0
2025-09-01 19:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,0,0,9,0,0,1,21.7,11.4,21.4,0.29,1.42,937,65,2544,2210,1.151,1,2076.0,3663.0,0.71,2.302,0,0
2025-09-01 20:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,1,0,9,0,0,1,23.5,0.0,16.7,0.09,1.23,942,58,2076,2922,0.71,0,1726.0,4022.0,0.506,2.563,0,0
2025-09-01 21:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,2,0,9,0,0,1,22.7,0.0,19.9,0.11,1.04,940,45,1726,3412,0.506,0,1408.0,4452.0,0.449,2.9,0,0
2025-09-01 22:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,3,0,9,0,0,1,22.3,10.8,15.3,0.25,1.03,737,30,1408,3135,0.449,0,1131.0,4626.0,0.588,2.805,0,0
2025-09-01 23:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,4,0,9,0,0,1,22.8,43.5,18.4,0.78,1.05,518,27,1131,1925,0.588,0,1000.0,4609.0,0.358,2.816,0,0
2025-09-02 00:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,5,0,9,0,0,1,23.0,22.7,15.7,0.44,1.0,640,27,1000,2796,0.358,0,1429.0,4382.0,0.408,2.486,0,0
2025-09-02 01:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,6,0,9,0,0,1,23.6,4.3,12.3,0.13,1.0,846,36,1429,3503,0.408,0,1620.0,4147.0,0.448,2.352,1,1
2025-09-02 02:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,7,0,9,0,0,1,24.4,0.0,14.7,0.08,1.0,670,52,1620,3617,0.448,0,1836.0,3938.0,0.54,2.173,1,1
2025-09-02 03:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,8,0,9,0,0,1,26.7,0.0,17.8,0.1,1.05,955,56,1836,3401,0.54,0,1963.0,4010.0,0.821,2.293,1,1
2025-09-02 04:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,9,0,9,0,0,1,26.7,9.0,19.1,0.24,1.36,1093,58,1963,2391,0.821,0,2839.0,4008.0,1.057,1.83,1,1
2025-09-02 05:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,10,0,9,0,0,1,28.7,0.0,17.5,0.1,1.33,859,70,2839,2685,1.057,1,3384.0,3107.0,1.595,1.27,1,0
2025-09-02 06:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,11,0,9,0,0,1,28.7,1.7,21.4,0.14,1.64,1070,100,3384,2122,1.595,1,3663.0,2494.0,2.302,0.999,1,0
2025-09-02 07:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,12,0,9,0,0,1,30.2,15.4,18.0,0.34,1.9,1141,90,3663,1591,2.302,1,4022.0,2032.0,2.563,0.614,1,0
2025-09-02 08:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,13,0,9,0,0,1,32.0,13.7,13.8,0.29,2.13,1419,100,4022,1569,2.563,1,4452.0,1709.0,2.9,0.485,1,0
2025-09-02 09:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,14,0,9,0,0,1,30.8,16.5,11.1,0.32,2.18,1687,100,4452,1535,2.9,1,4626.0,1458.0,2.805,0.406,1,0
2025-09-02 10:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,15,0,9,0,0,1,29.1,6.5,21.8,0.22,2.48,1589,100,4626,1649,2.805,1,4609.0,1258.0,2.816,0.346,1,0
2025-09-02 11:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,16,0,9,0,0,1,30.2,7.0,21.8,0.23,2.16,1374,100,4609,1637,2.816,1,4382.0,1129.0,2.486,0.316,1,0
2025-09-02 12:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,17,0,9,0,0,1,28.2,0.6,19.8,0.12,2.18,1733,100,4382,1763,2.486,1,4147.0,1046.0,2.352,0.297,1,0
2025-09-02 13:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,18,0,9,0,0,1,28.7,2.1,15.7,0.12,2.08,1023,100,4147,1763,2.352,1,3938.0,1464.0,2.173,0.415,1,0
2025-09-02 14:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,19,0,9,0,0,1,27.1,7.6,19.3,0.22,1.82,1437,100,3938,1812,2.173,1,4010.0,1699.0,2.293,0.47,1,0
2025-09-02 15:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,20,0,9,0,0,1,25.5,0.0,25.1,0.14,1.99,1399,100,4010,1749,2.293,1,4008.0,1894.0,1.83,0.621,1,0
2025-09-02 16:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,21,0,9,0,0,1,24.2,0.0,22.3,0.12,1.61,1379,91,4008,2190,1.83,1,3107.0,2089.0,1.27,0.682,1,0
2025-09-02 17:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,22,0,9,0,0,1,22.7,0.0,19.7,0.11,1.45,1306,83,3107,2447,1.27,1,2494.0,2979.0,0.999,1.445,1,0
2025-09-02 18:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,23,0,9,0,0,1,21.8,0.0,16.9,0.09,1.44,815,73,2494,2496,0.999,1,2032.0,3671.0,0.614,2.005,0,0
2025-09-02 19:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,0,1,9,0,0,1,21.0,0.0,18.7,0.1,1.08,835,56,2032,3307,0.614,0,1709.0,4004.0,0.485,2.232,0,0
2025-09-02 20:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,1,1,9,0,0,1,20.8,0.0,15.9,0.09,1.02,784,45,1709,3524,0.485,0,1458.0,4602.0,0.406,2.561,0,0
2025-09-02 21:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,2,1,9,0,0,1,21.7,0.0,15.9,0.09,1.0,845,35,1458,3594,0.406,0,1258.0,4752.0,0.346,2.649,0,0
2025-09-02 22:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,3,1,9,0,0,1,22.2,0.0,12.8,0.07,1.0,758,33,1258,3640,0.346,0,1129.0,4773.0,0.316,2.656,0,0
2025-09-02 23:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,4,1,9,0,0,1,22.9,0.0,18.1,0.1,1.0,488,30,1129,3572,0.316,0,1046.0,4900.0,0.297,2.744,0,0
2025-09-03 00:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,5,1,9,0,0,1,23.0,0.0,22.9,0.12,1.0,731,29,1046,3526,0.297,0,1464.0,4918.0,0.415,2.72,0,0
2025-09-03 01:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,6,1,9,0,0,1,25.3,0.0,22.0,0.12,1.0,636,38,1464,3526,0.415,0,1699.0,4686.0,0.47,2.624,1,1
2025-09-03 02:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,7,1,9,0,0,1,25.0,0.0,14.9,0.08,1.0,726,46,1699,3617,0.47,0,1894.0,4369.0,0.621,2.478,1,1
2025-09-03 03:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,8,1,9,0,0,1,25.2,0.0,18.8,0.1,1.17,899,52,1894,3052,0.621,0,2089.0,4258.0,0.682,2.322,1,1
2025-09-03 04:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,9,1,9,0,0,1,26.4,0.0,14.2,0.08,1.18,924,48,2089,3065,0.682,0,2979.0,4012.0,1.445,2.074,1,1
2025-09-03 05:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,10,1,9,0,0,1,27.4,0.0,22.6,0.12,1.71,1032,75,2979,2062,1.445,1,3671.0,3125.0,2.005,1.647,1,0
2025-09-03 06:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,11,1,9,0,0,1,28.7,0.0,10.5,0.06,2.01,1132,98,3671,1831,2.005,1,4004.0,2488.0,2.232,1.031,1,0
2025-09-03 07:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,12,1,9,0,0,1,29.3,0.0,17.9,0.1,1.99,1637,92,4004,1794,2.232,1,4602.0,1936.0,2.561,1.086,1,0
2025-09-03 08:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,13,1,9,0,0,1,29.9,0.0,16.0,0.09,2.17,1179,100,4602,1797,2.561,1,4752.0,1601.0,2.649,0.51,1,0
2025-09-03 09:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,14,1,9,0,0,1,30.9,0.0,19.1,0.1,1.99,1643,100,4752,1794,2.649,1,4773.0,1400.0,2.656,0.387,1,0
2025-09-03 10:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,15,1,9,0,0,1,30.1,0.0,17.1,0.09,2.35,1837,100,4773,1797,2.656,1,4900.0,1251.0,2.744,0.357,1,0
2025-09-03 11:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,16,1,9,0,0,1,29.2,0.0,17.6,0.1,2.37,1584,100,4900,1786,2.744,1,4918.0,1145.0,2.72,0.319,1,0
2025-09-03 12:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,17,1,9,0,0,1,28.9,0.0,13.8,0.08,2.32,1426,100,4918,1808,2.72,1,4686.0,1064.0,2.624,0.296,1,0
2025-09-03 13:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,18,1,9,0,0,1,28.3,0.0,18.5,0.1,2.08,1533,100,4686,1786,2.624,1,4369.0,1472.0,2.478,0.415,1,0
2025-09-03 14:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,19,1,9,0,0,1,26.7,0.0,22.2,0.12,2.27,1116,100,4369,1763,2.478,1,4258.0,1718.0,2.322,0.502,1,0
2025-09-03 15:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,20,1,9,0,0,1,26.0,0.0,23.5,0.13,1.91,1383,100,4258,1834,2.322,1,4012.0,1895.0,2.074,0.635,1,0
2025-09-03 16:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,21,1,9,0,0,1,24.8,0.0,14.6,0.08,1.87,1150,100,4012,1934,2.074,1,3125.0,2110.0,1.647,0.658,1,0
2025-09-03 17:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,22,1,9,0,0,1,23.7,0.0,19.5,0.11,1.87,1084,91,3125,1897,1.647,1,2488.0,2864.0,1.031,1.147,1,0
2025-09-03 18:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,23,1,9,0,0,1,21.1,0.0,18.8,0.1,1.48,984,60,2488,2413,1.031,1,1936.0,2804.0,1.086,1.792,1,0
2025-09-03 19:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,0,2,9,0,0,1,22.2,33.0,12.0,0.58,1.39,1026,46,1936,1782,1.086,1,1601.0,3069.0,0.51,2.056,0,0
2025-09-03 20:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,1,2,9,0,0,1,21.6,0.0,20.4,0.11,1.13,666,47,1601,3140,0.51,0,1400.0,3495.0,0.387,2.009,0,0
2025-09-03 21:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,2,2,9,0,0,1,20.6,0.0,14.3,0.08,1.0,643,37,1400,3617,0.387,0,1251.0,3838.0,0.357,2.479,0,0
2025-09-03 22:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,3,2,9,0,0,1,21.5,0.0,23.2,0.13,1.0,836,40,1251,3503,0.357,0,1145.0,4318.0,0.319,2.445,0,0
2025-09-03 23:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,4,2,9,0,0,1,21.9,0.0,17.4,0.09,1.0,723,37,1145,3594,0.319,0,1064.0,4523.0,0.296,2.616,0,0
2025-09-04 00:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,5,2,9,0,0,1,23.1,0.0,16.0,0.09,1.0,560,34,1064,3594,0.296,0,1472.0,4301.0,0.415,2.574,0,0
2025-09-04 01:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,6,2,9,0,0,1,24.3,0.0,20.3,0.11,1.0,596,34,1472,3549,0.415,0,1718.0,4033.0,0.502,2.22,1,1
2025-09-04 02:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,7,2,9,0,0,1,24.1,0.0,16.6,0.09,1.05,857,52,1718,3423,0.502,0,1895.0,3722.0,0.635,2.245,1,1
2025-09-04 03:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,8,2,9,0,0,1,26.3,0.0,20.5,0.11,1.19,807,47,1895,2982,0.635,0,2110.0,3725.0,0.658,1.679,1,1
2025-09-04 04:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,9,2,9,0,0,1,26.2,0.0,16.4,0.09,1.12,1015,63,2110,3209,0.658,0,2864.0,3608.0,1.147,2.235,1,1
2025-09-04 05:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,10,2,9,0,0,1,28.5,0.0,18.7,0.1,1.43,1085,94,2864,2497,1.147,1,2804.0,2805.0,1.792,1.354,1,0
2025-09-04 06:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,11,2,9,0,0,1,29.4,32.4,22.4,0.63,1.51,1194,91,2804,1565,1.792,1,3069.0,2261.0,2.056,0.872,1,0
2025-09-04 07:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,12,2,9,0,0,1,29.9,29.8,13.5,0.54,1.72,1140,87,3069,1493,2.056,1,3495.0,1727.0,2.009,1.42,1,0
2025-09-04 08:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,13,2,9,0,0,1,29.2,14.0,9.4,0.27,1.83,1204,100,3495,1740,2.009,1,3838.0,1422.0,2.479,0.573,1,0
2025-09-04 09:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,14,2,9,0,0,1,31.4,20.4,17.0,0.41,1.85,1089,100,3838,1548,2.479,1,4318.0,1232.0,2.445,0.347,1,0
2025-09-04 10:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,15,2,9,0,0,1,28.5,1.3,22.3,0.14,1.97,1756,100,4318,1766,2.445,1,4523.0,1136.0,2.616,0.322,1,0
2025-09-04 11:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,16,2,9,0,0,1,29.1,0.7,25.0,0.15,2.32,1542,100,4523,1729,2.616,1,4301.0,1051.0,2.574,0.294,1,0
2025-09-04 12:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,17,2,9,0,0,1,29.6,13.3,19.2,0.31,1.85,1491,100,4301,1671,2.574,1,4033.0,938.0,2.22,0.317,1,0
2025-09-04 13:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,18,2,9,0,0,1,27.1,4.0,26.0,0.2,1.84,1491,100,4033,1817,2.22,1,3722.0,1411.0,2.245,0.395,1,0
2025-09-04 14:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,19,2,9,0,0,1,25.7,15.9,19.4,0.35,1.81,1149,97,3722,1658,2.245,1,3725.0,1561.0,1.679,0.522,1,0
2025-09-04 15:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,20,2,9,0,0,1,26.6,0.0,17.0,0.09,1.62,1445,100,3725,2219,1.679,1,3608.0,1789.0,2.235,0.498,1,0
2025-09-04 16:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,21,2,9,0,0,1,24.5,11.6,21.1,0.3,1.93,1160,100,3608,1614,2.235,1,2805.0,1919.0,1.354,0.627,1,0
2025-09-04 17:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,22,2,9,0,0,1,24.2,17.0,13.8,0.34,1.46,858,70,2805,2071,1.354,1,2261.0,2580.0,0.872,1.08,1,0
2025-09-04 18:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,23,2,9,0,0,1,22.2,0.0,21.6,0.12,1.36,897,68,2261,2592,0.872,1,1727.0,2892.0,1.42,1.371,1,0
2025-09-04 19:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,0,3,9,0,0,1,22.3,64.4,18.7,1.0,1.25,771,44,1727,1216,1.42,1,1422.0,3264.0,0.573,2.053,0,0
2025-09-04 20:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,1,3,9,0,0,1,22.6,24.3,18.2,0.48,1.09,833,36,1422,2482,0.573,0,1232.0,3653.0,0.347,2.056,0,0
2025-09-04 21:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,2,3,9,0,0,1,21.9,0.0,20.7,0.11,1.0,689,29,1232,3549,0.347,0,1136.0,3924.0,0.322,2.576,0,0
2025-09-04 22:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,3,3,9,0,0,1,22.1,0.0,21.1,0.12,1.0,565,29,1136,3526,0.322,0,1051.0,4386.0,0.294,2.337,0,0
2025-09-04 23:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,4,3,9,0,0,1,22.2,0.0,18.7,0.1,1.0,572,26,1051,3572,0.294,0,938.0,4490.0,0.317,2.452,0,0
2025-09-05 00:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,5,3,9,0,0,1,21.6,16.6,20.1,0.37,1.0,756,31,938,2956,0.317,0,1411.0,4406.0,0.395,2.692,0,0
2025-09-05 01:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,6,3,9,0,0,1,23.2,0.0,17.5,0.1,1.0,771,35,1411,3572,0.395,0,1561.0,4337.0,0.522,2.667,1,1
2025-09-05 02:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,7,3,9,0,0,1,25.8,13.5,14.3,0.29,1.05,788,40,1561,2989,0.522,0,1789.0,3624.0,0.498,3.943,1,1
2025-09-05 03:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,8,3,9,0,0,1,26.8,0.0,15.9,0.09,1.0,1027,48,1789,3594,0.498,0,1919.0,3588.0,0.627,1.997,1,1
2025-09-05 04:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,9,3,9,0,0,1,26.7,0.3,19.5,0.11,1.16,853,48,1919,3059,0.627,0,2580.0,3688.0,1.08,1.601,1,1
2025-09-05 05:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,10,3,9,0,0,1,27.7,4.9,23.8,0.21,1.39,893,70,2580,2389,1.08,1,2892.0,2874.0,1.371,1.295,1,0
2025-09-05 06:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,11,3,9,0,0,1,28.7,9.1,20.8,0.26,1.52,1108,75,2892,2110,1.371,1,3264.0,2255.0,2.053,0.782,1,0
2025-09-05 07:33:27,BHA,Bhandardara Serene Haven,Hill Station,4000,12,3,9,0,0,1,29.9,20.1,14.7,0.39,1.83,1357,100,3264,1590,2.053,1,3653.0,1862.0,2.056,0.521,1,0
